Date,Account ID,Invoice/CM #,Line Description,Debit Amnt,Credit Amnt,Name,Sales Rep Name,Qty,Item ID,Item Description,Sku_type,Principal
3/28/23,1200,COL23-03C-0471,Cost of sales,,"10,893.60",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,1071,POTCHI ORANGE 50PCSX40,Case,CIFPI
3/28/23,4000,COL23-03C-0471,POTCHI CHOCO MALLOWS 24PCSX18,,"9,363.60",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),20,188,POTCHI CHOCO MALLOWS 24PCSX18,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"7,694.80",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),20,188,POTCHI CHOCO MALLOWS 24PCSX18,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"7,694.80",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),20,188,POTCHI CHOCO MALLOWS 24PCSX18,Case,CIFPI
3/28/23,4000,COL23-03C-0471,POTCHI GUMMY WORMS JAR 120PCSX12,,"18,390.30",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),15,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"14,126.55",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),15,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"14,126.55",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),15,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/28/23,4000,COL23-03C-0471,FRUTOS 50PCSX40,,"14,256.00",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,830,FRUTOS 50PCSX40,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"11,301.60",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,830,FRUTOS 50PCSX40,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"11,301.60",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,830,FRUTOS 50PCSX40,Case,CIFPI
3/28/23,4000,COL23-03C-0471,FRUTOS DOUBLICIOUS 50PCSX40,,"7,128.00",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,878,FRUTOS DOUBLICIOUS 50PCSX40,Case,CIFPI
3/28/23,4000,COL23-03C-0471,POTCHI STRAWBERRY 50PCSX40,,"14,839.20",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"11,527.60",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"11,527.60",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),10,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/28/23,4000,COL23-03C-0471,POTCHI GUMMY BEAR 50PCSX40,,"7,419.60",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,891,POTCHI GUMMY BEAR 50PCSX40,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"4,580.00",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,891,POTCHI GUMMY BEAR 50PCSX40,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"4,580.00",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,891,POTCHI GUMMY BEAR 50PCSX40,Case,CIFPI
3/28/23,4000,COL23-03C-0471,FRUTOS TROPICAL FRUIT 50PCSX40,,"7,128.00",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,907,FRUTOS TROPICAL FRUIT 50PCSX40,Case,CIFPI
3/28/23,4000,COL23-03C-0471,POTCHI CHOCO PEACH MANGO MALLOWS 24PCSX18,,"2,340.90",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,161,POTCHI CHOCO P. MANGO MALLOWS,Case,CIFPI
3/28/23,4000,COL23-03C-0471,CIOCO LUV-LUV 10PCSX12,,"3,657.95",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,138,CIOCO LUV-LUV 10PCSX12,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"2,869.40",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,138,CIOCO LUV-LUV 10PCSX12,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"2,869.40",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,138,CIOCO LUV-LUV 10PCSX12,Case,CIFPI
3/28/23,4000,COL23-03C-0471,CHOCQUIK FIVE 10PCSX20,,"6,123.60",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,849,CHOCQUIK FIVE 10PCSX20,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"4,796.25",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,849,CHOCQUIK FIVE 10PCSX20,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"4,796.25",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,849,CHOCQUIK FIVE 10PCSX20,Case,CIFPI
3/28/23,4000,COL23-03C-0471,CHOCQUIK COOKIES 10PCSX20,,"5,346.00",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,685,CHOCQUIK COOKIES 10PCSX20,Case,CIFPI
3/28/23,5000,COL23-03C-0471,Cost of sales,"4,563.15",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,685,CHOCQUIK COOKIES 10PCSX20,Case,CIFPI
3/28/23,1200,COL23-03C-0471,Cost of sales,,"4,563.15",ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),5,685,CHOCQUIK COOKIES 10PCSX20,Case,CIFPI
3/28/23,4000,COL23-03C-0471,COLUMBIA DISCOUNT,"1,507.04",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),"150,703.79",DSC1,DISCOUNT,Case,CIFPI
3/28/23,4000,COL23-03C-0471,COLUMBIA DISCOUNT,"1,491.97",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),"149,196.75",DSC1,DISCOUNT,Case,CIFPI
3/28/23,4000,COL23-03C-0471,COLUMBIA DISCOUNT,"1,477.05",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),"147,704.78",DSC1,DISCOUNT,Case,CIFPI
3/28/23,1100,COL23-03C-0471,ORORAMA SUPERCENTER (COGON),"146,227.73",,ORORAMA SUPERCENTER (COGON),DAN BORJA JR. (CDO),,,,Case,CIFPI
3/29/23,4000,COL23-03C-0472,YAKEE! SUPER ASIM GUMBALL 25PCSX40,,"1,077.36",CK 2.0 STORE (GINGOOG),NONITO TEE,1,876,YAKEE! SUPER ASIM 25PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,"1,002.95",,CK 2.0 STORE (GINGOOG),NONITO TEE,1,876,YAKEE! SUPER ASIM 25PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,"1,002.95",CK 2.0 STORE (GINGOOG),NONITO TEE,1,876,YAKEE! SUPER ASIM 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0472,PINTOORA GUMBALL 25PCSX40,,"1,077.36",CK 2.0 STORE (GINGOOG),NONITO TEE,1,877,PINTOORA GUMBALL 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0472,POTCHI GUMMY WORMS JAR 120PCSX12,,"1,250.54",CK 2.0 STORE (GINGOOG),NONITO TEE,1,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,941.77,,CK 2.0 STORE (GINGOOG),NONITO TEE,1,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,941.77,CK 2.0 STORE (GINGOOG),NONITO TEE,1,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0472,CHOCO JOY 50PCSX40,,"1,473.94",CK 2.0 STORE (GINGOOG),NONITO TEE,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,"1,134.04",,CK 2.0 STORE (GINGOOG),NONITO TEE,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,"1,134.04",CK 2.0 STORE (GINGOOG),NONITO TEE,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0472,FRUTOS 50PCSX40,,"1,454.11",CK 2.0 STORE (GINGOOG),NONITO TEE,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,"1,130.16",,CK 2.0 STORE (GINGOOG),NONITO TEE,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,"1,130.16",CK 2.0 STORE (GINGOOG),NONITO TEE,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0472,JUMBO REG. JAR 100PCSX12,,"1,321.92",CK 2.0 STORE (GINGOOG),NONITO TEE,1,979,JUMBO REG. JAR 100PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0472,JUMBO EASTER EGG GUMBALL 120PCSX12,,"1,321.92",CK 2.0 STORE (GINGOOG),NONITO TEE,1,145,JUMBO EASTER EGG 120PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0472,MONAMI STRAWBERRY&CREAM 50PCSX40,,"1,394.63",CK 2.0 STORE (GINGOOG),NONITO TEE,1,965,MONAMI STRW&CREAM 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,"1,111.15",,CK 2.0 STORE (GINGOOG),NONITO TEE,1,965,MONAMI STRW&CREAM 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,"1,111.15",CK 2.0 STORE (GINGOOG),NONITO TEE,1,965,MONAMI STRW&CREAM 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0472,POTCHI STRAWBERRY 50PCSX40,,"1,513.60",CK 2.0 STORE (GINGOOG),NONITO TEE,1,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,"1,152.76",,CK 2.0 STORE (GINGOOG),NONITO TEE,1,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,"1,152.76",CK 2.0 STORE (GINGOOG),NONITO TEE,1,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0472,V FRESH WINTER 50PCSX40,,"1,513.60",CK 2.0 STORE (GINGOOG),NONITO TEE,1,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0472,Cost of sales,"1,227.67",,CK 2.0 STORE (GINGOOG),NONITO TEE,1,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0472,Cost of sales,,"1,227.67",CK 2.0 STORE (GINGOOG),NONITO TEE,1,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,1100,COL23-03C-0472,CK 2.0 STORE (GINGOOG),"13,398.98",,CK 2.0 STORE (GINGOOG),NONITO TEE,,,,Case,CIFPI
3/29/23,4000,COL23-03C-0473,CHOCO JOY 50PCSX40,,"1,473.94",VICTORIA STORE (GINGOOG),NONITO TEE,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0473,Cost of sales,"1,134.04",,VICTORIA STORE (GINGOOG),NONITO TEE,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0473,Cost of sales,,"1,134.04",VICTORIA STORE (GINGOOG),NONITO TEE,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0473,CHAMPI CHOCO 50PCSX40,,"1,473.94",VICTORIA STORE (GINGOOG),NONITO TEE,1,971,CHAMPI CHOCO 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0473,Cost of sales,"1,134.04",,VICTORIA STORE (GINGOOG),NONITO TEE,1,971,CHAMPI CHOCO 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0473,Cost of sales,,"1,134.04",VICTORIA STORE (GINGOOG),NONITO TEE,1,971,CHAMPI CHOCO 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0473,PRETZEE CHOCOLATE 100PCSX28G,,611.39,VICTORIA STORE (GINGOOG),NONITO TEE,1,176,PRETZEE CHOCOLATE 100PCSX28G,Case,CIFPI
3/29/23,1100,COL23-03C-0473,VICTORIA STORE (GINGOOG),"3,559.27",,VICTORIA STORE (GINGOOG),NONITO TEE,,,,Case,CIFPI
3/29/23,4000,COL23-03C-0474,V FRESH WINTER 50PCSX40,,"3,027.20",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,2,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"2,455.34",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,2,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"2,455.34",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,2,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,JUMBO REG. JAR 100PCSX12,,"1,321.92",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,979,JUMBO REG. JAR 100PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0474,JUMBO EASTER EGG GUMBALL 120PCSX12,,"1,321.92",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,145,JUMBO EASTER EGG 120PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0474,JUMBO CRAYON GUMBALL 120PCSX12,,"1,321.92",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,146,JUMBO CRAYON 120PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0474,FRUTOS 50PCSX40,,"2,908.22",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,2,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"2,260.32",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,2,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"2,260.32",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,2,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,CHOCO JOY 50PCSX40,,"1,473.94",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"1,134.04",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"1,134.04",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,809,CHOCO JOY 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,POTCHI HOOLA HOOP JAR 120PCX12,,"1,250.54",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,112,POTCHI HOOLAHOOP JAR 120PCSX12,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,941.77,,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,112,POTCHI HOOLAHOOP JAR 120PCSX12,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,941.77,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,112,POTCHI HOOLAHOOP JAR 120PCSX12,Case,CIFPI
3/29/23,4000,COL23-03C-0474,POTCHI STRAWBERRY 50PCSX40,,"1,513.60",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"1,152.76",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"1,152.76",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,890,POTCHI STRAWBERRY 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,POTCHI ORANGE PASTILLE 50PCSX40,,"1,513.60",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,1071,POTCHI ORANGE 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"1,089.36",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,1071,POTCHI ORANGE 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"1,089.36",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,1071,POTCHI ORANGE 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,BUTTERKIST 50PCSX40,,"1,454.11",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,837,BUTTERKIST 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"1,087.68",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,837,BUTTERKIST 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"1,087.68",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,837,BUTTERKIST 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,MONAMI STRAWBERRY&CREAM 50PCSX40,,"1,394.63",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,965,MONAMI STRW&CREAM 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,"1,111.15",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,965,MONAMI STRW&CREAM 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,"1,111.15",CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,965,MONAMI STRW&CREAM 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0474,CIOCO LUV-LUV 10PCSX12,,746.22,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,138,CIOCO LUV-LUV 10PCSX12,Case,CIFPI
3/29/23,5000,COL23-03C-0474,Cost of sales,573.88,,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,138,CIOCO LUV-LUV 10PCSX12,Case,CIFPI
3/29/23,1200,COL23-03C-0474,Cost of sales,,573.88,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,1,138,CIOCO LUV-LUV 10PCSX12,Case,CIFPI
3/29/23,1100,COL23-03C-0474,CHRISMARK STORE (BACUSANON),"19,247.82",,CHRISMARK STORE (BACUSANON),EDWIN AGCOPRA JR,,,,Case,CIFPI
3/29/23,4000,COL23-03C-0475,CHAMPI CHOCO 50PCSX40,,"1,473.94",J & C STORE (PANGANTUCAN),EDWIN AGCOPRA JR,1,971,CHAMPI CHOCO 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0475,Cost of sales,"1,134.04",,J & C STORE (PANGANTUCAN),EDWIN AGCOPRA JR,1,971,CHAMPI CHOCO 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0475,Cost of sales,,"1,134.04",J & C STORE (PANGANTUCAN),EDWIN AGCOPRA JR,1,971,CHAMPI CHOCO 50PCSX40,Case,CIFPI
3/29/23,1100,COL23-03C-0475,J & C STORE (PANGANTUCAN),"1,473.94",,J & C STORE (PANGANTUCAN),EDWIN AGCOPRA JR,,,,Case,CIFPI
3/29/23,4000,COL23-03C-0476,FROOTY RAINBOW POP 25PCSX40,,"1,275.65",PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,1,865,FROOTY RAINBOW POP 25PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0476,Cost of sales,"1,000.00",,PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,1,865,FROOTY RAINBOW POP 25PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0476,Cost of sales,,"1,000.00",PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,1,865,FROOTY RAINBOW POP 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0476,FRUTOS 50PCSX40,,"1,454.11",PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0476,Cost of sales,"1,130.16",,PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0476,Cost of sales,,"1,130.16",PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,1100,COL23-03C-0476,PILUDEN STORE (KALILANGAN),"2,729.76",,PILUDEN STORE (KALILANGAN),EDWIN AGCOPRA JR,,,,Case,CIFPI
3/29/23,4000,COL23-03C-0477,V FRESH WINTER 50PCSX40,,"7,568.00",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,5,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,"6,138.35",,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,5,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,"6,138.35",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,5,988,V FRESH WINTER 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,PINTOORA GUMBALL 25PCSX40,,"2,154.72",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,2,877,PINTOORA GUMBALL 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,YAKEE! SUPER ASIM GUMBALL 25PCSX40,,"2,154.72",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,2,876,YAKEE! SUPER ASIM 25PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,"2,005.90",,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,2,876,YAKEE! SUPER ASIM 25PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,"2,005.90",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,2,876,YAKEE! SUPER ASIM 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY RAINBOW POP 25PCSX40,,"1,275.65",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,865,FROOTY RAINBOW POP 25PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,"1,000.00",,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,865,FROOTY RAINBOW POP 25PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,"1,000.00",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,865,FROOTY RAINBOW POP 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY CHOCOLICIOUS 20PCSX50,,"1,239.30",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,868,FROOTY CHOCOLICIOUS 20PCSX50,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,940,,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,868,FROOTY CHOCOLICIOUS 20PCSX50,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,940,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,868,FROOTY CHOCOLICIOUS 20PCSX50,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY BUBBLE POP 25PCSX40,,"1,315.31",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,829,FROOTY BUBBLE POP 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY CHOCO POP 25PCSX40,,"1,275.65",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,863,FROOTY CHOCO POP 25PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,946,,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,863,FROOTY CHOCO POP 25PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,946,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,863,FROOTY CHOCO POP 25PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY PINTOORA POP 20PCSX50,,"1,239.30",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,719,FROOTY PINTOORA POP 20PCSX50,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,940,,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,719,FROOTY PINTOORA POP 20PCSX50,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,940,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,719,FROOTY PINTOORA POP 20PCSX50,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY TWIN POP 20PCSX50,,"1,239.30",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,725,FROOTY TWIN POP 20PCSX50,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FROOTY MILKY POP 20PCSX32,,"1,217.49",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,1085,FROOTY MILKY POP 20PCSX32,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,995.52,,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,1085,FROOTY MILKY POP 20PCSX32,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,995.52,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,1085,FROOTY MILKY POP 20PCSX32,Case,CIFPI
3/29/23,4000,COL23-03C-0477,FRUTOS 50PCSX40,,"1,454.11",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,"1,130.16",,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,1200,COL23-03C-0477,Cost of sales,,"1,130.16",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,830,FRUTOS 50PCSX40,Case,CIFPI
3/29/23,4000,COL23-03C-0477,POTCHI GUMMY WORMS JAR 120PCSX12,,"1,250.54",PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
3/29/23,5000,COL23-03C-0477,Cost of sales,941.77,,PADSING STORE (KALILANGAN),EDWIN AGCOPRA JR,1,749,POTCHI G.WORMS JAR 120PCSX12,Case,CIFPI
